Length,Key,Mode,time_signature,Danceability,Acousticness,Energy,liveness,loudness,speechiness,valence,tempo,Genere,Classe
284800,7,0,4,0.409,0.116,0.938,0.341,-2.504,0.158,0.208,149.974,TRAP,5
193604,8,0,4,0.631,0.0539,0.965,0.877,-4.163,0.076,0.492,150.001,TRAP,5
212800,1,1,4,0.416,0.179,0.643,0.348,-2.7,0.081,0.134,150.033,TRAP,5
131814,1,1,4,0.677,0.192,0.625,0.466,-5.798,0.309,0.0919,145.161,TRAP,5
160530,9,1,4,0.63,0.0267,0.767,0.364,-4.891,0.076,0.325,104.913,TRAP,5
183724,7,0,4,0.622,0.0752,0.943,0.49,-2.787,0.162,0.334,144.98,TRAP,5
158413,5,0,4,0.276,0.25,0.582,0.412,-7.496,0.0578,0.124,85.649,TRAP,5
167172,8,1,4,0.864,0.0756,0.452,0.0547,-5.974,0.16,0.402,145.004,TRAP,5
193867,10,0,4,0.543,0.000279,0.827,0.194,-4.25,0.0459,0.103,150.001,TRAP,5
152143,1,1,4,0.894,0.0196,0.402,0.0611,-10.246,0.0691,0.406,111.968,TRAP,5
122107,1,1,4,0.475,0.00175,0.946,0.757,-4.614,0.225,0.383,75.157,TRAP,5
174307,4,0,4,0.588,0.351,0.779,0.371,-4.284,0.107,0.264,150.015,TRAP,5
137600,4,0,4,0.574,0.000959,0.898,0.313,-5.568,0.0661,0.213,150.01,TRAP,5
216828,5,0,4,0.596,0.000178,0.922,0.139,-4.686,0.199,0.116,145.071,TRAP,5
162680,1,1,4,0.664,0.0629,0.895,0.156,-5.398,0.465,0.372,150.079,TRAP,5
230699,5,0,4,0.738,0.00328,0.773,0.112,-5.522,0.0447,0.162,115.981,TRAP,5
187742,2,1,4,0.859,0.00666,0.76,0.241,-5.592,0.0846,0.176,124.013,TRAP,5
140063,9,1,4,0.609,0.0131,0.984,0.118,-3.334,0.178,0.387,150.179,TRAP,5
340013,5,0,4,0.431,0.249,0.857,0.182,-6.041,0.151,0.12,120.206,TRAP,5
219200,5,0,4,0.738,0.0477,0.946,0.0722,-2.669,0.0555,0.408,150.046,TRAP,5
198000,8,1,4,0.719,0.102,0.869,0.179,-5.007,0.131,0.583,148.046,TRAP,5
151714,0,1,4,0.79,0.00235,0.956,0.342,-3.025,0.0879,0.598,140.019,TRAP,5
171481,1,1,4,0.729,0.00599,0.878,0.323,-3.859,0.0894,0.494,150.016,TRAP,5
218400,6,0,4,0.828,0.003,0.452,0.0884,-6.038,0.0458,0.171,100.029,TRAP,5
171034,2,1,4,0.691,0.402,0.696,0.811,-3.681,0.249,0.123,87.069,TRAP,5
199048,1,1,4,0.784,0.0114,0.913,0.0831,-1.208,0.177,0.59,126.054,TRAP,5
179200,7,1,4,0.779,0.0148,0.898,0.0247,-3.181,0.215,0.16,149.976,TRAP,5
238509,6,1,4,0.677,0.036,0.639,0.277,-8.247,0.232,0.586,80.501,TRAP,5
198400,0,1,4,0.66,0.00721,0.994,0.63,1.792,0.258,0.228,150.085,TRAP,5
195067,1,0,4,0.389,0.297,0.741,0.121,-3.128,0.282,0.421,82.052,TRAP,5
168053,1,1,4,0.471,0.0101,0.79,0.0985,-3.904,0.0818,0.0822,100.026,TRAP,5
194931,1,1,4,0.698,0.0518,0.928,0.0537,-2.768,0.266,0.385,149.992,TRAP,5
176253,7,1,4,0.804,0.0249,0.688,0.0683,-6.109,0.255,0.51,160.035,TRAP,5
152344,11,1,4,0.661,0.000629,0.997,0.341,-1.998,0.12,0.355,127.989,TRAP,5
180813,1,1,4,0.69,0.0692,0.796,0.337,-2.859,0.0594,0.168,150.018,TRAP,5
189252,0,1,4,0.386,0.00137,0.929,0.15,-5.303,0.0433,0.348,74.971,TRAP,5
175640,10,0,4,0.655,0.0446,0.796,0.742,-3.909,0.0703,0.548,135.041,TRAP,5
208341,5,0,4,0.525,0.00949,0.874,0.295,-4.35,0.119,0.395,150.029,TRAP,5
197467,1,1,4,0.631,0.0191,0.663,0.144,-9.747,0.179,0.377,150.046,TRAP,5
179200,1,0,4,0.649,0.0637,0.95,0.275,-1.784,0.0618,0.596,150.052,TRAP,5
169000,4,0,4,0.632,0.00444,0.738,0.124,-5.782,0.0479,0.361,150.038,TRAP,5
170312,2,0,4,0.614,0.0168,0.738,0.225,-5.975,0.0351,0.237,140.03,TRAP,5
168563,11,1,4,0.687,0.00151,0.9,0.122,-2.129,0.0549,0.464,149.992,TRAP,5
138503,10,0,4,0.763,0.00518,0.8,0.11,-2.843,0.155,0.419,150.047,TRAP,5
264304,0,0,4,0.285,4.41e-05,0.908,0.334,-3.127,0.0493,0.317,158.007,TRAP,5
157615,1,1,4,0.596,0.0202,0.944,0.186,-4.813,0.123,0.416,150.073,TRAP,5
153000,7,1,4,0.569,0.0306,0.856,0.303,-4.511,0.082,0.25,160.1,TRAP,5
231200,5,0,4,0.501,0.049,0.946,0.146,-3.565,0.115,0.381,149.927,TRAP,5
184466,5,0,4,0.788,0.485,0.639,0.105,-6.341,0.0342,0.553,94.98,TRAP,5
168000,1,1,4,0.692,6.88e-05,0.881,0.0998,-5.555,0.0445,0.491,140.027,TRAP,5
176087,2,0,4,0.604,0.152,0.592,0.253,-5.333,0.0422,0.173,91.814,TRAP,5
223730,11,0,3,0.662,0.109,0.924,0.327,-3.872,0.053,0.787,134.981,TRAP,5
224595,5,0,4,0.623,0.0624,0.892,0.341,-3.533,0.071,0.442,148.033,TRAP,5
209214,4,0,4,0.289,0.0307,0.774,0.0817,-5.168,0.159,0.105,132.386,TRAP,5
168312,4,0,4,0.401,0.226,0.77,0.0749,-4.676,0.0537,0.0355,76.913,TRAP,5
254764,5,0,5,0.272,0.101,0.711,0.148,-5.789,0.085,0.0838,157.204,TRAP,5
251586,1,1,4,0.737,0.0105,0.733,0.112,-2.934,0.145,0.183,144.99,TRAP,5
172800,1,0,4,0.754,0.222,0.82,0.0891,-5.204,0.325,0.336,124.985,TRAP,5
171000,1,1,4,0.646,0.0311,0.854,0.0505,-2.773,0.459,0.577,159.876,TRAP,5
193714,10,0,4,0.749,0.0268,0.868,0.122,-5.478,0.162,0.195,139.952,TRAP,5
229509,5,0,4,0.688,0.0396,0.47,0.115,-10.883,0.467,0.222,149.872,TRAP,5
197015,6,0,4,0.711,0.0928,0.928,0.347,-4.963,0.0575,0.6,144.959,TRAP,5
249987,10,0,4,0.484,0.0447,0.806,0.333,-6.095,0.127,0.417,145.127,TRAP,5
223704,1,0,4,0.672,0.0446,0.778,0.0753,-4.794,0.0916,0.38,161.956,TRAP,5
192222,1,1,4,0.799,0.153,0.52,0.268,-5.044,0.17,0.334,161.968,TRAP,5
166400,11,1,4,0.715,0.0133,0.882,0.0906,-3.891,0.141,0.273,149.981,TRAP,5
207827,2,1,4,0.497,0.00523,0.925,0.222,-4.489,0.0745,0.262,139.961,TRAP,5
182857,0,1,4,0.518,0.0206,0.871,0.591,-3.773,0.263,0.358,157.847,TRAP,5
204740,3,0,4,0.419,0.00157,0.959,0.105,-4.174,0.0567,0.281,151.942,TRAP,5
